2019-11-22 20:06:28.449 [main] INFO  com.visionvera.RemoteserviceApplication - Starting RemoteserviceApplication on fanlijuandeMacBook-Pro.local with PID 48956 (/Users/ljfan/remoteservice/target/classes started by ljfan in /Users/ljfan/remoteservice)
2019-11-22 21:03:36.819 [http-nio-8080-exec-1] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:03:38.420 [http-nio-8080-exec-7] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:03:38.932 [http-nio-8080-exec-4] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:03:40.467 [http-nio-8080-exec-8] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:03:49.684 [http-nio-8080-exec-10] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:03:50.576 [http-nio-8080-exec-6] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:03:52.816 [http-nio-8080-exec-3] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:03:53.588 [http-nio-8080-exec-9] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:03:54.088 [http-nio-8080-exec-2] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:04:00.558 [http-nio-8080-exec-5] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:04:05.660 [http-nio-8080-exec-1] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:04:08.730 [http-nio-8080-exec-7] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:04:08.814 [http-nio-8080-exec-4] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:04:09.234 [http-nio-8080-exec-8] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:04:10.474 [http-nio-8080-exec-10] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:04:20.507 [http-nio-8080-exec-6] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:04:21.736 [http-nio-8080-exec-3] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:04:23.888 [http-nio-8080-exec-2] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:04:24.402 [http-nio-8080-exec-5] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:04:24.910 [http-nio-8080-exec-1] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:04:30.508 [http-nio-8080-exec-7] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:04:37.641 [http-nio-8080-exec-4] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:04:39.038 [http-nio-8080-exec-8] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:04:39.655 [http-nio-8080-exec-10] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:04:40.472 [http-nio-8080-exec-6] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:04:40.896 [http-nio-8080-exec-3] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:04:50.469 [http-nio-8080-exec-9] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:04:53.685 [http-nio-8080-exec-2] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:04:54.195 [http-nio-8080-exec-5] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:04:54.911 [http-nio-8080-exec-1] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:04:56.809 [http-nio-8080-exec-7] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:05:00.545 [http-nio-8080-exec-4] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:05:09.359 [http-nio-8080-exec-8] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:05:09.680 [http-nio-8080-exec-10] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:05:10.479 [http-nio-8080-exec-3] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:05:10.483 [http-nio-8080-exec-6] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:05:12.808 [http-nio-8080-exec-9] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:05:20.476 [http-nio-8080-exec-2] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:05:24.916 [http-nio-8080-exec-5] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:05:25.720 [http-nio-8080-exec-1] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:05:26.021 [http-nio-8080-exec-7] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:05:28.910 [http-nio-8080-exec-4] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:05:30.548 [http-nio-8080-exec-8] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:05:40.429 [http-nio-8080-exec-10] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:05:40.483 [http-nio-8080-exec-6] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:05:41.608 [http-nio-8080-exec-3] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:05:41.641 [http-nio-8080-exec-9] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:05:44.804 [http-nio-8080-exec-2] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:05:50.517 [http-nio-8080-exec-5] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:05:55.589 [http-nio-8080-exec-1] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:05:56.866 [http-nio-8080-exec-7] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:05:57.646 [http-nio-8080-exec-4] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:06:00.552 [http-nio-8080-exec-8] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:06:00.860 [http-nio-8080-exec-6] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:06:10.471 [http-nio-8080-exec-10] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:06:10.716 [http-nio-8080-exec-3] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:06:12.125 [http-nio-8080-exec-9] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:06:13.650 [http-nio-8080-exec-2] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:06:16.834 [http-nio-8080-exec-5] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:06:20.522 [http-nio-8080-exec-1] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:06:25.847 [http-nio-8080-exec-7] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:06:27.281 [http-nio-8080-exec-4] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:06:29.735 [http-nio-8080-exec-8] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:06:30.561 [http-nio-8080-exec-6] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:06:32.912 [http-nio-8080-exec-10] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:06:40.476 [http-nio-8080-exec-3] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:06:41.103 [http-nio-8080-exec-9] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:06:42.537 [http-nio-8080-exec-2] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:06:45.663 [http-nio-8080-exec-5] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:06:48.796 [http-nio-8080-exec-1] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:06:50.524 [http-nio-8080-exec-7] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:06:56.234 [http-nio-8080-exec-4] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:06:57.794 [http-nio-8080-exec-8] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:07:00.560 [http-nio-8080-exec-6] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:07:01.686 [http-nio-8080-exec-10] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:07:04.793 [http-nio-8080-exec-3] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:07:10.476 [http-nio-8080-exec-9] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:07:11.367 [http-nio-8080-exec-2] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:07:12.995 [http-nio-8080-exec-5] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:07:17.660 [http-nio-8080-exec-1] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:07:20.528 [http-nio-8080-exec-7] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:07:20.790 [http-nio-8080-exec-4] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:07:26.566 [http-nio-8080-exec-8] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:07:28.142 [http-nio-8080-exec-6] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:07:30.482 [http-nio-8080-exec-10] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:07:33.739 [http-nio-8080-exec-3] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:07:36.896 [http-nio-8080-exec-9] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:07:40.479 [http-nio-8080-exec-2] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:07:41.725 [http-nio-8080-exec-5] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:07:43.295 [http-nio-8080-exec-1] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:07:49.714 [http-nio-8080-exec-7] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:07:50.532 [http-nio-8080-exec-4] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:07:52.814 [http-nio-8080-exec-8] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:07:56.982 [http-nio-8080-exec-6] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:07:58.461 [http-nio-8080-exec-10] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:08:00.475 [http-nio-8080-exec-3] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:08:05.683 [http-nio-8080-exec-9] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:08:08.794 [http-nio-8080-exec-2] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:08:10.475 [http-nio-8080-exec-5] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:08:12.113 [http-nio-8080-exec-1] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:08:13.678 [http-nio-8080-exec-7] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:08:20.539 [http-nio-8080-exec-4] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:08:21.685 [http-nio-8080-exec-8] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:08:24.909 [http-nio-8080-exec-6] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:08:27.293 [http-nio-8080-exec-10] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:08:28.933 [http-nio-8080-exec-3] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:08:30.483 [http-nio-8080-exec-9] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:08:37.656 [http-nio-8080-exec-2] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:08:40.483 [http-nio-8080-exec-5] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:08:40.782 [http-nio-8080-exec-1] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:08:42.448 [http-nio-8080-exec-7] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:08:44.189 [http-nio-8080-exec-4] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:08:50.548 [http-nio-8080-exec-8] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:08:53.751 [http-nio-8080-exec-6] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:08:56.888 [http-nio-8080-exec-10] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:08:57.579 [http-nio-8080-exec-3] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:08:59.346 [http-nio-8080-exec-9] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:09:00.479 [http-nio-8080-exec-2] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:09:09.644 [http-nio-8080-exec-5] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:09:10.480 [http-nio-8080-exec-1] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:09:12.747 [http-nio-8080-exec-7] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:09:12.777 [http-nio-8080-exec-4] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:09:14.502 [http-nio-8080-exec-8] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:09:20.541 [http-nio-8080-exec-6] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:09:25.637 [http-nio-8080-exec-10] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:09:27.914 [http-nio-8080-exec-3] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:09:28.838 [http-nio-8080-exec-9] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:09:29.757 [http-nio-8080-exec-2] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:09:30.487 [http-nio-8080-exec-5] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:09:40.519 [http-nio-8080-exec-1] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:09:41.739 [http-nio-8080-exec-7] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:09:43.071 [http-nio-8080-exec-4] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:09:44.852 [http-nio-8080-exec-8] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:09:44.978 [http-nio-8080-exec-6] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:09:50.545 [http-nio-8080-exec-10] INFO  c.v.remoteservice.api.controller.ApiController - 叫号机连接成功
2019-11-22 21:09:57.641 [http-nio-8080-exec-3] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
2019-11-22 21:09:58.222 [http-nio-8080-exec-9] INFO  c.v.remoteservice.ws.AndroidWebSocketHandler - 前端发送消息：WebSocketBean{type='16', code='null', vcDevId='null', userId='null', imgUrl='null', message='null', matchValue=null}
